DATA	MOTORISTA	CLIENTE	DESTINO	PEDIDO	NOTA FISCAL	REMESSA	PALETIZADA	QTD PALETES	SACO	BOMBONA	BALDE	TAMBOR	PESO LIQ	PESO BR	 VALOR NF 	MÊS	REGIÃO	ESTADO	PLACA	 CTE R$ 	CAMINHÃO
05/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	8613	21807	80014573	SIM	1	50	0	0	0	1007	1027	R$ 18.207,11	MAI	Rio de Janeiro	RJ	DHS-1880	R$ 160,00	3 QUARTOS
05/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	9012	21809	80014580	SIM	1	50	0	0	0	1007	1027	R$ 18.207,11	MAI	Rio de Janeiro	RJ	DHS-1880	R$ 160,00	3 QUARTOS
05/05/2025	JM TRANSPORTES	FRIGORIFICO CASTRO LTDA (198)	HB TRANSPORTES E LOGISTICA LTDA	9042	21813	80014593	SIM	1	7	0	0	0	173,03	193,03	R$ 2.880,41	MAI	Rio Grande do Sul	RS	LQX-4E00	R$ 433,33	TRUCK
05/05/2025	JM TRANSPORTES	FRICO INDUSTRIA E COMERCIO DE ALIME NTOS LTDA (1949)	ARAGUAIA TRANSPORTES LTDA	8578	21815	80014600	SIM	11	276	30	0	0	7799,225	8019,225	R$ 416.376,84	MAI	Goiás	GO	LQX-4E00	R$ 433,33	TRUCK
05/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (549)	J M TRANSPORTES E DISTRIBUICAO LTDA J M TRANSPORTES	8321	21804	80014570	SIM	1	50	0	0	0	1006	1026	R$ 8.323,25	MAI	São Paulo	SP	LQX-4E00	R$ 433,33	TRUCK
05/05/2025	JM TRANSPORTES	PESEL PRODUTOS EMBUTIDOS SERTANEJO LTDA (2948)	SERAFIM TRANSPORTE DE CARGAS LTDA NORTHE CARGAS	9089	21817	80014602	SIM	1	10	2	0	0	345,24	365,24	R$ 6.221,59	MAI	Piaui	PI	QIR-2E30	R$ 250,00	TOCO
05/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8435	21805	80014571	SIM	4	0	0	0	4	840	920	R$ 55.927,97	MAI	Santa Catarina	SC	QIR-2E30	R$ 250,00	TOCO
05/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (4543)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8939	21802	80014579	SIM	1	25	0	0	0	503	523	R$ 7.645,00	MAI	Paraná	PR	QIR-2E30	R$ 250,00	TOCO
05/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8785	21801	80014578	SIM	2	14	100	0	0	798,62	838,62	R$ 15.230,18	MAI	Santa Catarina	SC	QIR-2E30	R$ 250,00	TOCO
06/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3209)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8816	21835	80014634	SIM	1	35	0	0	0	702,8	722,8	R$ 18.087,98	MAI	Santa Catarina	SC	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8785	21834	80014632	SIM	2	0	0	40	0	830,4	870,4	R$ 18.416,03	MAI	Santa Catarina	SC	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3004)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8822	21836	80014635	SIM	1	0	100	0	0	517,5	537,5	R$ 7.994,99	MAI	Santa Catarina	SC	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (3209)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8877	21843	80014648	SIM	3	150	0	0	0	3000	3060	R$ 75.900,08	MAI	Santa Catarina	SC	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8833	21837	80014637	SIM	1	16	0	0	0	403,2	423,2	R$ 13.512,00	MAI	Paraná	PR	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (4347)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8792	21827	80014633	SIM	1	0	25	0	0	531	551	R$ 7.010,02	MAI	Paraná	PR	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8778	21833	80014631	SIM	4	56	75	0	0	2600,2	2680,2	R$ 64.294,70	MAI	Paraná	PR	QIR-2E30	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (3201)	JBS S/A CENTRO DE DISTRIBUICAO	8744	21824	80014626	SIM	1	25	0	0	0	503	523	R$ 5.802,78	MAI	Santa Catarina	SC	BVT-4B34	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	8828	21828	80014636	SIM	2	100	0	0	0	2012	2052	R$ 18.471,40	MAI	Mato Grosso do Sul	MS	BVT-4B34	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (5112)	JBS S/A CENTRO DE DISTRIBUICAO	8759	21832	80014630	SIM	2	100	0	0	0	2012	2052	R$ 15.751,41	MAI	Bahia	BA	BVT-4B34	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8989	21838	80014639	SIM	1	50	0	0	0	1000	1020	R$ 23.375,03	MAI	Rio Grande do Sul	RS	BVT-4B34	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (517)	JBS S/A CENTRO DE DISTRIBUICAO	9068	21839	80014641	SIM	1	10	0	0	0	201,2	221,2	R$ 4.682,40	MAI	São Paulo	SP	BVT-4B34	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8657	21823	80014625	SIM	2	50	0	0	0	1006	1046	R$ 9.760,46	MAI	Rio Grande do Sul	RS	BVT-4B34	R$ 66,67	TOCO
06/05/2025	JM TRANSPORTES	TEMPERABEM COMERCIO DE PRODUTOS ALIMENTICIOS LTDA (511)	TEMPERABEM COMERCIO DE PRODUTOS ALI	8840	21829	5000104957	SIM	1	0	38	0	0	158,536	178,536	R$ 13.237,75	MAI	São Paulo	SP	PNZ-9G53	R$ 275,00	HR
06/05/2025	JM TRANSPORTES	CASA DO ALEMAO INDUSTRIA E COMERCIO  DE LANCHES LTDA (4560)	PICORELLI S A TRANSPORTES	9043	21830	80014640	SIM	1	3	0	0	0	60,6	80,6	R$ 2.773,10	MAI	Rio de Janeiro	RJ	PNZ-9G53	R$ 275,00	HR
06/05/2025	JM TRANSPORTES	JBS AVES LTDA. (625)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8695	21840	80014645	SIM	2	50	0	0	0	1000	1040	R$ 23.375,04	MAI	Rio Grande do Sul	RS	LQX-4E00	R$ 325,00	TRUCK
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (50)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8748	21831	5000099678	SIM	1	50	0	0	0	1000	1020	R$ 23.375,03	MAI	Rio Grande do Sul	RS	LQX-4E00	R$ 325,00	TRUCK
06/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (50)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8749	21826	80014629	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAI	Rio Grande do Sul	RS	LQX-4E00	R$ 325,00	TRUCK
06/05/2025	JM TRANSPORTES	NOTARO ALIMENTOS LTDA (2846)	COLINAS TRANSPORTADORA LTDA	8352	21842	80014647	SIM	9	317	0	0	0	7964,625	8144,625	R$ 67.441,74	MAI	Pernambuco	PE	LQX-4E00	R$ 325,00	TRUCK
06/05/2025	JM TRANSPORTES	OMAMORI INDUSTRIA DE ALIMENTOS LTDA . (3189)	OMAMORI INDUSTRIA DE ALIMENTOS LTDA	8502	21841	80014646	SIM	1	35	0	0	0	1055,25	1075,25	R$ 58.485,39	MAI	São Paulo	SP	DHS-1880	R$ 200,00	3 QUARTOS
06/05/2025	JM TRANSPORTES	OMAMORI INDUSTRIA DE ALIMENTOS LTDA . (3189)	OMAMORI INDUSTRIA DE ALIMENTOS LTDA	8747	21825	80014627	SIM	1	11	0	0	0	310,772	330,772	R$ 4.758,63	MAI	São Paulo	SP	DHS-1880	R$ 200,00	3 QUARTOS
06/05/2025	JM TRANSPORTES	OMAMORI INDUSTRIA DE ALIMENTOS LTDA . (3189)	OMAMORI INDUSTRIA DE ALIMENTOS LTDA	8266	21821	5000136018	SIM	2	40	0	0	0	1206	1246	R$ 9.552,07	MAI	São Paulo	SP	DHS-1880	R$ 200,00	3 QUARTOS
06/05/2025	JM TRANSPORTES	OMAMORI INDUSTRIA DE ALIMENTOS LTDA . (3189)	OMAMORI INDUSTRIA DE ALIMENTOS LTDA	8265	21820	80014622	SIM	1	35	0	0	0	1055,25	1075,25	R$ 58.485,39	MAI	São Paulo	SP	DHS-1880	R$ 200,00	3 QUARTOS
06/05/2025	POUPETEMPO TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	8642	21822	80014624	SIM	3	105	0	0	0	2535,12	2595,12	R$ 37.371,73	MAI	São Paulo	SP	DTP-5751	R$ 66,67	TOCO
06/05/2025	POUPETEMPO TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	9084	21803	80014581	SIM	1	0	48	0	0	960	980	R$ 22.156,96	MAI	São Paulo	SP	DTP-5751	R$ 66,67	TOCO
07/05/2025	JM TRANSPORTES	SERRAMILK ALIMENTOS LTDA (2811)	SERRAMILK ALIMENTOS LTDA	9111	21850	80014655	SIM	1	7	0	0	0	176,05	196,05	R$ 17.506,69	MAI	São Paulo	SP	SVB-9A44	R$ 200,00	FIORINO
07/05/2025	JM TRANSPORTES	LIBRA COMERCIAL E IMPORTADORA LTDA (3055)	LIBRA COMERCIAL E IMPORTADORA LTDA	9052	21846	80014651	SIM	1	8	0	0	0	241,68	261,68	R$ 2.821,96	MAI	São Paulo	SP	SVB-9A44	R$ 200,00	FIORINO
07/05/2025	JM TRANSPORTES	ITAMBE ALIMENTOS LTDA. ITAMBE ALIMENTOS LTDA. (2768)	SETE LAGOAS TRANSPORTES LTDA	9061	21847	80014652	SIM	1	40	0	0	0	1006	1026	R$ 366,50	MAI	Minas Gerais	MG	LQX-4E00	R$ 325,00	TRUCK
07/05/2025	JM TRANSPORTES	DUBOI - FRIGORIFICO INDUSTRIAL LTDA (617)	STC - SERVICOS 	9454	21851	80014658	SIM	1	14	0	0	0	420	440	R$ 5.044,20	MAI	Ceará	CE	LQX-4E00	R$ 325,00	TRUCK
07/05/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	9020	21845	80014650	SIM	2	50	0	0	0	1006	1046	R$ 42.860,01	MAI	Ceará	CE	LQX-4E00	R$ 325,00	TRUCK
07/05/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	9018	21844	80014649	SIM	3	44	27	0	0	1569,03	1629,03	R$ 52.504,28	MAI	Ceará	CE	LQX-4E00	R$ 325,00	TRUCK
07/05/2025	JM TRANSPORTES	EVERTON LUIZ DE SOUZA (2719)	ALLIEX TRANSPORTE E LOGISTICA LTDA ALLIEX	9075	21848	80014653	SIM	1	26	0	0	0	725,74	745,74	R$ 9.116,28	MAI	Paraná	PR	DHS-1880	R$ 400,00	3 QUARTOS
07/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (167)	JBS S/A CENTRO DE DISTRIBUICAO	9092	21849	80014654	SIM	1	0	0	5	0	103,8	123,8	R$ 2.938,64	MAI	Santa Catarina	SC	DHS-1880	R$ 400,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	BRF S.A. (3097)	SOLUCAO - DISTRIBUICAO, TRANSPORTES S E LOCACAO DE VEICULOS	8784	21855	80014670	SIM	1	8	0	0	0	201,2	221,2	R$ 11.242,00	MAI	Paraná	PR	RTJ-7E70	R$ 200,00	FIORINO
08/05/2025	JM TRANSPORTES	CASTRO EMBUTIDOS DUMONT LTDA (3252)	R.R. TRANSPORTES LTDA	9101	21861	80014678	SIM	1	5	0	0	0	121,02	141,02	R$ 3.611,59	MAI	São Paulo	SP	SJS-9C74	R$ 325,00	TRUCK
08/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	9010	21875	80014689	SIM	2	100	0	0	0	2012	2052	R$ 23.211,12	MAI	Rio de Janeiro	RJ	SJS-9C74	R$ 325,00	TRUCK
08/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (475)	JBS S/A CENTRO DE DISTRIBUICAO	9012	21869	80014675	SIM	1	50	0	0	0	1007	1027	R$ 18.207,11	MAI	Rio de Janeiro	RJ	SJS-9C74	R$ 325,00	TRUCK
08/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	8740	21866	80014668	SIM	1	13	0	0	0	261,56	281,56	R$ 2.814,49	MAI	Mato Grosso do Sul	MS	SJS-9C74	R$ 325,00	TRUCK
08/05/2025	JM TRANSPORTES	LINCON INDUSTRIA E COMERCIO LTDA (2583)	POTENCIAL EXPRESS TRANSPORTES LTDA POTENCIAL EXPRESS	9127	21862	80014679	SIM	1	30	0	0	0	600	620	R$ 3.593,99	MAI	Minas Gerais	MG	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (4543)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8939	21873	80014686	SIM	1	25	0	0	0	503	523	R$ 17.419,98	MAI	Paraná	PR	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8793	21857	80014673	SIM	1	0	0	0	4	840	860	R$ 55.927,97	MAI	Santa Catarina	SC	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8785	21856	80014671	SIM	1	0	100	0	0	517,5	537,5	R$ 7.994,99	MAI	Santa Catarina	SC	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	0	21860	80014677	SIM	1	0	0,25	0	0	5,31	25,31	R$ 170,45	MAI	Paraná	PR	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8789	21868	80014672	SIM	1	20	0	0	0	402,8	422,8	R$ 2.176,01	MAI	Paraná	PR	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8780	21854	80014669	SIM	1	20	0	0	0	402,4	422,4	R$ 13.144,00	MAI	Paraná	PR	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	POLE ALIMENTOS LTDA (612)	MLS TRANSPORTE DE CARGAS LTDA	9016	21863	80014665	SIM	4	75	9	43	0	2449,358	2529,358	R$ 42.124,95	MAI	Ceará	CE	QIR-2E30	R$ 125,00	TOCO
08/05/2025	JM TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS	8446	21865	80014667	SIM	2	67	0	0	0	2020,05	2060,05	R$ 37.566,89	MAI	Goiás	GO	DHS-1880	R$ 100,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	ABATEDOURO DE AVES CALIFORNIA LTDA (3234)	EXPRESSO RODO JABOTI LTDA EXPRESSO RODO JABOTI	9014	21859	80014676	SIM	3	84	0	0	0	2119,74	2179,74	R$ 75.831,44	MAI	São Paulo	SP	DHS-1880	R$ 100,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	COOP REGIONAL SANANDUVA DE CARNES E  DERIVADOS LTDA (5544)	COOP REGIONAL SANANDUVA DE CARNES E DERIVADOS LTDA	9146	21872	80014685	SIM	1	50	0	0	0	1006	1026	R$ 33.000,00	MAI	Rio Grande do Sul	RS	DHS-1880	100	3 QUARTOS
08/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (549)	J M TRANSPORTES E DISTRIBUICAO LTDA J M TRANSPORTES	8321	21864	80014666	SIM	1	50	0	0	0	1006	1026	R$ 8.323,25	MAI	São Paulo	SP	AUM-4B70	R$ 100,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8881	21858	80014674	SIM	2	18	29	0	0	1013,94	1053,94	R$ 62.893,22	MAI	Pernambuco	PE	AUM-4B70	R$ 100,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8881	21867	80014683	SIM	1	4	0	0	0	100,6	120,6	R$ 4.606,00	MAI	Pernambuco	PE	AUM-4B70	R$ 100,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8609	21874	80014688	SIM	1	8	0	0	0	145,872	165,872	R$ 4.190,40	MAI	Pernambuco	PE	AUM-4B70	R$ 100,00	3 QUARTOS
08/05/2025	JM TRANSPORTES	ROQUILDA SOUZA RAMOS DE MEDEIROS (236)	C4 TRANSPORTE, LOGISTICA E ARMAZENAMENTO DE CARGAS LTDA	9083	21871	80014684	SIM	1	0	15	0	0	333,3	353,3	R$ 6.550,50	MAI	Bahia	BA	AUM-4B70	R$ 100,00	3 QUARTOS
09/05/2025	JM TRANSPORTES	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS  S/A (3153)	NUTRIZA AGROINDUSTRIAL DE ALIMENTOS	8446	21882	80014691	SIM	1	0	50	0	0	1052	1072	R$ 30.749,96	MAI	Goiás	GO	DHS-1880	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	CHARQUEADORA IRMAOS LOIOLA LTDA (2785)	CHARQUEADORA IRMAOS LOIOLA LTDA	9102	21879	80014697	SIM	1	4	0	0	0	95,65	115,65	R$ 2.162,17	MAI	São Paulo	SP	DHS-1880	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	FRIMESA COOPERATIVA CENTRAL (3215)	LSLOG ARMAZENAGEM E LOGISTICA LTDA. .	8780	21883	80014692	SIM	1	20	0	0	0	402,4	422,4	R$ 13.144,00	MAI	Paraná	PR	DHS-1880	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	TVL FOODS E DISTRIBUICAO LTDA TVL FOODS E DISTRIBUICAO LTDA (2708)	CDJ EXPRESS E LOGISTICA LTDA	9022	21876	80014694	SIM	1	7	0	0	0	70,49	90,49	R$ 1.707,75	MAI	Pará	PA	DHS-1880	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	LIMA E ARRIGHI INDUSTRIA DE ALIMENT OS LTDA (4457)	TRANSPORTE CAMILLO DOS SANTOS LTDA TRANSPORTE CAMILO DOS SAN	9095	21878	80014696	SIM	1	15	0	0	0	309	329	R$ 6.833,21	MAI	Minas Gerais	MG	PNZ-9G53	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	FIPEL - FRIGORIFICO INDUSTRIAL PERN AMBUCANO LTDA (2969)	COLINAS TRANSPORTADORA LTDA	8881	21884	80014693	SIM	1	0	10	0	0	210,4	230,4	R$ 8.548,96	MAI	Pernambuco	PE	PNZ-9G53	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	PAUDALHO AGROPECUARIA S/A (55)	TS CURSINO TRANSPORTE DE CARGA LTDA A TS TRANSPORTES	9125	21881	80014699	SIM	1	30	0	0	0	609	629	R$ 29.325,51	MAI	Pernambuco	PE	PNZ-9G53	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	DUBOI - FRIGORIFICO INDUSTRIAL LTDA (617)	STC - SERVICOS DE TRANSPORTES RODOVIARIOS DE CARGA LTDA STC	9118	21880	80014698	SIM	1	0	14	0	0	311,08	331,08	R$ 6.468,01	MAI	Ceará	CE	PNZ-9G53	R$ 88,89	3 QUARTOS
09/05/2025	JM TRANSPORTES	MKE DISTRIBUIDORA DE CONDIMENTOS E ACESSORIOS LTDA (3036)	G T TRANSPORTES  RODOVIARIOS LTDA TRANSGOSS	9093	21877	80014695	SIM	1	10	0	0	0	249,83	269,83	R$ 7.272,79	MAI	Santa Catarina	SC	PNZ-9G53	R$ 88,89	3 QUARTOS
12/05/2025	JM TRANSPORTES	ANNA ALIMENTOS LTDA (66)	PICORELLI S A TRANSPORTES	9114	21888	80014718	SIM	2	30	0	0	0	761,25	801,25	R$ 10.749,44	MAI	Minas Gerais	MG	DHS-1880	R$ 266,67	3 QUARTOS
12/05/2025	JM TRANSPORTES	HG FOODS LTDA (3011)	POTENCIAL EXPRESS TRANSPORTES LTDA POTENCIAL EXPRESS	9115	21889	80014719	SIM	1	3	0	0	0	90,45	110,45	R$ 4.139,37	MAI	Minas Gerais	MG	DHS-1880	R$ 266,67	3 QUARTOS
12/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (50)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8749	21886	80014715	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAI	Rio Grande do Sul	RS	DHS-1880	R$ 266,67	3 QUARTOS
12/05/2025	JM TRANSPORTES	REDENTOR TRIPAS LTDA (3111)	REDENTOR LOGISTICA E TRANSPORTES DE E CARGAS E ENCOMENDAS LT	9220	21890	80014721	SIM	1	50	0	0	0	1030	1050	R$ 22.777,36	MAI	Minas Gerais	MG	LQX-4E00	R$ 433,33	TRUCK
12/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (4543)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8939	21887	80014717	SIM	1	18	0	0	0	508,536	528,536	R$ 8.341,18	MAI	Paraná	PR	LQX-4E00	R$ 433,33	TRUCK
12/05/2025	JM TRANSPORTES	COOPERATIVA CENTRAL AURORA ALIMENTO S (185)	COOPERATIVA CENTRAL AURORA ALIMENTO S AURORA COOP	8785	21891	80014716	SIM	1	39	0	0	0	1014	1034	R$ 43.449,89	MAI	Santa Catarina	SC	LQX-4E00	R$ 433,33	TRUCK
12/05/2025	POUPETEMPO TRANSPORTES	IMPERADOR DISTRIBUIDOR DE EMBALAGEN S LTDA (2792)	PICCOLI TRANSPORTES LTDA PICCOLI TRANSPORTES	9117	21892	80014720	SIM	1	4	0	0	0	120,84	140,84	R$ 1.335,11	MAI	Mato Grosso	MT	EQC-9H53	R$ 550,00	HR
12/05/2025	POUPETEMPO TRANSPORTES	VISTA FOODS LTDA (4462)	VISTA FOODS LTDA	9167	21911	80014756	SIM	16	625	0	0	0	12500	12820	R$ 212.501,42	MAI	São Paulo	SP	CVN-4384	R$ 325,00	TRUCK
13/05/2025	JM TRANSPORTES	CONTRINGA - COMERCIO DE PRODUTOS PA RA ACOUGUES E FRIGORIFICOS LTDA (2686)	TRANSVALEN TRANSPORTES LTDA TRANSPORTADORA VALENCIA	9133	21901	80014744	SIM	1	11	0	0	0	298,87	318,87	R$ 5.299,96	MAI	Paraná	PR	DHS-1880	R$ 266,67	3 QUARTOS
13/05/2025	JM TRANSPORTES	ICANE INDUSTRIA E COMERCIO DE ALIME NTOS DO NORDESTE LTDA (1445)	KLNEXPRESS TRANSPORTES RODOVIARIOS  LTDA	9020	21910	80014742	SIM	2	75	0	0	0	1509	1549	R$ 64.290,01	MAI	Ceará	CE	DHS-1880	R$ 266,67	3 QUARTOS
13/05/2025	JM TRANSPORTES	MEZZANI ALIMENTOS LTDA MEZZANI ALIMENTOS LTDA (3129)	D2 LOGISTICA LTDA	9124	21912	80014759	SIM	1	15	0	0	0	302,4	322,4	R$ 14.877,00	MAI	São Paulo	SP	DHS-1880	R$ 266,67	3 QUARTOS
13/05/2025	JM TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	8637	21896	80014732	SIM	4	140	0	0	0	3380,16	3460,16	R$ 93.408,71	MAI	São Paulo	SP	DTP-5751	R$ 500,00	TOCO
13/05/2025	JM TRANSPORTES	AD'ORO S.A. (3243)	AD'ORO S.A.	8640	21897	80014733	SIM	2	70	0	0	0	2100	2140	R$ 26.691,16	MAI	São Paulo	SP	DTP-5751	R$ 500,00	TOCO
13/05/2025	JM TRANSPORTES	JBS AVES LTDA. (625)	EXPRESSO SAO PAULO LAJEADO LTDA DIRETAO SAO PAULO	8695	21905	80014735	SIM	2	50	0	0	0	1000	1040	R$ 23.375,03	MAI	Rio Grande do Sul	RS	GAY-1F47	R$ 275,00	HR
13/05/2025	JM TRANSPORTES	TEMPERABEM COMERCIO DE PRODUTOS ALIMENTICIOS LTDA (511)	TEMPERABEM COMERCIO DE PRODUTOS ALI	8841	21898	80014739	SIM	1	0	38	0	0	158,536	178,536	R$ 13.237,75	MAI	São Paulo	SP	GAY-1F47	R$ 275,00	HR
13/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	9048	21900	80014743	SIM	1	25	0	0	0	503	523	R$ 4.880,23	MAI	Rio Grande do Sul	RS	LQX-4E00	R$ 325,00	TRUCK
13/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (2584)	JBS S/A CENTRO DE DISTRIBUICAO	8657	21904	80014734	SIM	1	50	0	0	0	1006	1026	R$ 9.760,46	MAI	Rio Grande do Sul	RS	LQX-4E00	R$ 325,00	TRUCK
13/05/2025	JM TRANSPORTES	SEARA ALIMENTOS LTDA (1157)	JBS S/A CENTRO DE DISTRIBUICAO	8828	21908	80014738	SIM	2	100	0	0	0	2012	2052	R$ 18.471,40	MAI	Mato Grosso do Sul	MS	LQX-4E00	R$ 325,00	TRUCK
